,q,s
2018-09-01 00:00:00+01:00,11.8931106162054,3.62518776610647e-08
2018-09-02 00:00:00+01:00,10.2444860028915,3.62518776610647e-08
2018-09-03 00:00:00+01:00,8.82948707792785,3.62518776610647e-08
2018-09-04 00:00:00+01:00,7.61843934013862,3.62518776610647e-08
2018-09-05 00:00:00+01:00,7.38123880543787,3.62518776610647e-08
2018-09-06 00:00:00+01:00,10.8714135630387,3.62518776610647e-08
2018-09-07 00:00:00+01:00,21.5332732762635,3.62518776610647e-08
2018-09-08 00:00:00+01:00,29.1866274552566,3.62518776610647e-08
2018-09-09 00:00:00+01:00,39.2152930266842,3.62518776610647e-08
2018-09-10 00:00:00+01:00,56.1564185196297,3.62518776610647e-08
2018-09-11 00:00:00+01:00,74.9209151687139,3.62518776610647e-08
2018-09-12 00:00:00+01:00,74.8588030341169,3.62518776610647e-08
2018-09-13 00:00:00+01:00,61.6674917104405,3.62518776610647e-08
2018-09-14 00:00:00+01:00,59.0826146843122,3.62518776610647e-08
2018-09-15 00:00:00+01:00,52.1425487716734,3.62518776610647e-08
2018-09-16 00:00:00+01:00,50.1445248251492,3.62518776610647e-08
2018-09-17 00:00:00+01:00,48.2635402546975,3.62518776610647e-08
2018-09-18 00:00:00+01:00,42.9099937800499,3.62518776610647e-08
2018-09-19 00:00:00+01:00,48.7587499415178,3.62518776610647e-08
2018-09-20 00:00:00+01:00,57.4013540948709,3.62518776610647e-08
2018-09-21 00:00:00+01:00,74.8782131554421,3.62518776610647e-08
2018-09-22 00:00:00+01:00,79.0261209186642,3.62518776610647e-08
2018-09-23 00:00:00+01:00,60.1568127738337,3.62518776610647e-08
2018-09-24 00:00:00+01:00,40.6527807989841,0.0148288820006348
2018-09-25 00:00:00+01:00,57.8879896592928,2.25608789564124
2018-09-26 00:00:00+01:00,73.9262753998358,1.68995283257886
2018-09-27 00:00:00+01:00,71.3640834879775,0.466976995501588
2018-09-28 00:00:00+01:00,59.7464662243765,0.567778329446738
2018-09-29 00:00:00+01:00,48.1236720055172,0.329998570939566
2018-09-30 00:00:00+01:00,38.8786613676564,0.0728211073833068
2018-10-01 00:00:00+01:00,28.9356050589465,0.712733814668954
2018-10-02 00:00:00+01:00,24.1356474950122,7.87970922329201
2018-10-03 00:00:00+01:00,21.9571859063701,6.92666420864955
2018-10-04 00:00:00+01:00,26.8038601432584,7.48040497060051
2018-10-05 00:00:00+01:00,27.7575336022341,5.1192556286432
2018-10-06 00:00:00+01:00,20.7719364982728,4.71939500631886
2018-10-07 00:00:00+01:00,16.6893721931611,30.9589696430991
2018-10-08 00:00:00+01:00,25.5255325233184,20.7020406646597
2018-10-09 00:00:00+01:00,48.2448259482843,5.6701073551236
2018-10-10 00:00:00+01:00,46.7276550886003,2.51831749551943
2018-10-11 00:00:00+01:00,32.6822080128027,1.49127470757259
2018-10-12 00:00:00+01:00,47.2113905876628,0.474992233699307
2018-10-13 00:00:00+01:00,99.8904135215145,0.026319998962471
2018-10-14 00:00:00+01:00,128.769621531436,0.0
2018-10-15 00:00:00+01:00,87.0336834226904,0.0
2018-10-16 00:00:00+01:00,58.1287927261619,0.410467827609751
2018-10-17 00:00:00+01:00,42.4028897023543,0.0
2018-10-18 00:00:00+01:00,29.3298346174269,0.0594881689578269
2018-10-19 00:00:00+01:00,21.2785316368374,1.09748560649651
2018-10-20 00:00:00+01:00,19.2670165993112,0.121616923168211
2018-10-21 00:00:00+01:00,24.4951876132983,0.0
2018-10-22 00:00:00+01:00,55.964539505965,24.6595823407123
2018-10-23 00:00:00+01:00,64.8725155496193,24.2778517862216
2018-10-24 00:00:00+01:00,45.3566985455882,28.2347875570313
2018-10-25 00:00:00+01:00,33.8743338662649,24.6711716037834
2018-10-26 00:00:00+01:00,23.9443661057476,24.6733128569715
2018-10-27 00:00:00+01:00,15.9342917603397,24.6792951287239
2018-10-28 00:00:00+01:00,12.9052381459455,24.7112124810188
2018-10-29 00:00:00+01:00,11.1360058041518,25.9138833699226
2018-10-30 00:00:00+01:00,9.77887351884353,30.7583977599889
2018-10-31 00:00:00+01:00,9.08410675897003,30.0398917712174
2018-11-01 00:00:00+01:00,9.78648015912992,31.6317135169326
2018-11-02 00:00:00+01:00,10.2059717882572,33.8664702503536
2018-11-03 00:00:00+01:00,9.75192827141708,38.8324062771796
2018-11-04 00:00:00+01:00,10.0144487176704,33.4466589416302
2018-11-05 00:00:00+01:00,10.1463140567272,31.1677632632311
2018-11-06 00:00:00+01:00,9.59351221751768,29.1214221823296
2018-11-07 00:00:00+01:00,9.00973717777255,27.88530668646
2018-11-08 00:00:00+01:00,9.59866372880342,25.9728826772909
2018-11-09 00:00:00+01:00,10.3635838896714,25.0835469946371
2018-11-10 00:00:00+01:00,12.1705173803853,23.1492334953523
2018-11-11 00:00:00+01:00,21.9612424470329,20.0842023312261
2018-11-12 00:00:00+01:00,30.4496670227569,18.3109775282923
2018-11-13 00:00:00+01:00,28.2891013272599,18.5402591847816
2018-11-14 00:00:00+01:00,25.8003898536543,18.4731048505939
2018-11-15 00:00:00+01:00,22.0156934948531,16.7687345238531
2018-11-16 00:00:00+01:00,15.7713025325021,16.7687345238531
2018-11-17 00:00:00+01:00,12.8605913571302,16.7687345238531
2018-11-18 00:00:00+01:00,11.0574385311932,16.7687345238531
2018-11-19 00:00:00+01:00,9.50560332483195,16.7687345238531
2018-11-20 00:00:00+01:00,8.17008385625536,16.7687345238531
2018-11-21 00:00:00+01:00,7.0209476443328,16.7746054495217
2018-11-22 00:00:00+01:00,6.03225833350808,16.78212302109
