,q,s
2018-09-01 00:00:00+01:00,14.8718667531022,5.37757614141779
2018-09-02 00:00:00+01:00,13.9637674742268,4.90867987932142
2018-09-03 00:00:00+01:00,13.8094014607014,4.52147184264708
2018-09-04 00:00:00+01:00,13.3451045905935,4.3409982114638
2018-09-05 00:00:00+01:00,11.8622382218839,4.25108655053489
2018-09-06 00:00:00+01:00,11.0823833122662,4.09555620070344
2018-09-07 00:00:00+01:00,10.5508654970714,3.94228929682341
2018-09-08 00:00:00+01:00,10.1499338661396,3.78189998589996
2018-09-09 00:00:00+01:00,9.85433363552492,3.58329737566785
2018-09-10 00:00:00+01:00,9.60955879423564,3.42933797646168
2018-09-11 00:00:00+01:00,9.3269619830347,3.33402452333431
2018-09-12 00:00:00+01:00,8.96716787927298,3.24726942257179
2018-09-13 00:00:00+01:00,9.27916371745329,3.20201306677577
2018-09-14 00:00:00+01:00,9.65085239645121,3.19632791877459
2018-09-15 00:00:00+01:00,10.9054099596548,3.9871227180818
2018-09-16 00:00:00+01:00,11.9907606116418,4.71221750341993
2018-09-17 00:00:00+01:00,11.6615680345378,5.33534617111851
2018-09-18 00:00:00+01:00,11.0971396555913,5.22829663175606
2018-09-19 00:00:00+01:00,11.1589439385586,4.51653744196976
2018-09-20 00:00:00+01:00,13.5751926065931,4.18281210388798
2018-09-21 00:00:00+01:00,15.5581148887113,4.44182322129818
2018-09-22 00:00:00+01:00,16.6557113531989,4.24090148759501
2018-09-23 00:00:00+01:00,18.6799493099721,9.61684358538603
2018-09-24 00:00:00+01:00,17.9453132880712,18.6595087903444
2018-09-25 00:00:00+01:00,15.7360957098981,38.8805319960954
2018-09-26 00:00:00+01:00,14.7549244246999,48.7646668578336
2018-09-27 00:00:00+01:00,13.4037645786194,30.3537520857056
2018-09-28 00:00:00+01:00,11.594001524284,21.2314645019494
2018-09-29 00:00:00+01:00,10.5743891901205,25.1594028852058
2018-09-30 00:00:00+01:00,9.80841132790829,25.335960750451
2018-10-01 00:00:00+01:00,9.2080375727827,28.747410288388
2018-10-02 00:00:00+01:00,8.48409244039984,30.0162205825307
2018-10-03 00:00:00+01:00,7.72819637285311,31.5726577634274
2018-10-04 00:00:00+01:00,7.03753093985746,32.5249640353496
2018-10-05 00:00:00+01:00,6.46701642384152,36.836415423349
2018-10-06 00:00:00+01:00,6.08528679237336,45.1323041139913
2018-10-07 00:00:00+01:00,5.6983043399028,47.7261231717055
2018-10-08 00:00:00+01:00,5.82103326651096,79.9143924977146
2018-10-09 00:00:00+01:00,6.83911415810932,132.801963341416
2018-10-10 00:00:00+01:00,7.40778922163324,148.99052268986
2018-10-11 00:00:00+01:00,7.02020882872732,149.517769736284
2018-10-12 00:00:00+01:00,7.06449003113738,138.657965510011
2018-10-13 00:00:00+01:00,8.38157838486467,122.713185767662
2018-10-14 00:00:00+01:00,12.13779866507,101.052856115541
2018-10-15 00:00:00+01:00,15.5297847982101,94.0726550017479
2018-10-16 00:00:00+01:00,14.7157897701324,94.0860835589024
2018-10-17 00:00:00+01:00,14.4758319925916,88.2554859804351
2018-10-18 00:00:00+01:00,16.9225060407661,96.7085838665081
2018-10-19 00:00:00+01:00,17.9662001679521,94.6218012206332
2018-10-20 00:00:00+01:00,17.4282359534412,95.1552206746171
2018-10-21 00:00:00+01:00,21.2522464844702,110.544801134988
2018-10-22 00:00:00+01:00,22.6953585255216,128.680915117928
2018-10-23 00:00:00+01:00,19.1714641210036,128.898059233187
2018-10-24 00:00:00+01:00,15.710054729676,129.090449340103
2018-10-25 00:00:00+01:00,12.8911874548855,129.239488261646
2018-10-26 00:00:00+01:00,11.266665039361,129.241994112157
2018-10-27 00:00:00+01:00,10.1948943265094,129.266533907447
2018-10-28 00:00:00+01:00,9.23120017269469,129.586701835226
2018-10-29 00:00:00+01:00,8.36695105698511,130.044790696536
2018-10-30 00:00:00+01:00,7.57910397053138,130.076981242386
2018-10-31 00:00:00+01:00,7.01974217253693,138.44818253388
2018-11-01 00:00:00+01:00,6.55410028245015,140.405347343592
2018-11-02 00:00:00+01:00,6.30232345921734,140.176612707356
2018-11-03 00:00:00+01:00,6.13525325707305,143.982436360984
2018-11-04 00:00:00+01:00,6.01145265971124,143.324341305451
2018-11-05 00:00:00+01:00,6.70718819868364,139.366202022611
2018-11-06 00:00:00+01:00,7.28020831805015,134.429580628509
2018-11-07 00:00:00+01:00,6.99125071192553,133.537975833475
2018-11-08 00:00:00+01:00,6.40180548872438,133.933202635681
2018-11-09 00:00:00+01:00,5.85115818012848,136.62213529949
2018-11-10 00:00:00+01:00,5.37388385750979,136.237075881438
2018-11-11 00:00:00+01:00,5.21409275089892,135.746203942767
2018-11-12 00:00:00+01:00,5.42078178186618,135.113136525365
2018-11-13 00:00:00+01:00,5.31887913309309,137.37657094909
2018-11-14 00:00:00+01:00,5.36026466675845,141.466998682602
2018-11-15 00:00:00+01:00,5.91080303091191,140.34055440754
2018-11-16 00:00:00+01:00,8.68714005569437,136.095962081186
2018-11-17 00:00:00+01:00,10.5983489382121,135.637210835026
2018-11-18 00:00:00+01:00,9.72813020606712,136.003622619154
2018-11-19 00:00:00+01:00,8.84515174820353,137.898237253152
2018-11-20 00:00:00+01:00,8.03814412286101,138.015199763013
2018-11-21 00:00:00+01:00,7.28303215295858,138.422613030435
2018-11-22 00:00:00+01:00,6.61938450692896,139.588135464445
2018-11-23 00:00:00+01:00,6.0798503108356,143.239980413126
2018-11-24 00:00:00+01:00,5.63965838257358,147.168307770505
2018-11-25 00:00:00+01:00,5.27644828542922,152.670209202686
