,q,s
2018-09-01 00:00:00+01:00,40.7450203674757,53.3813339279976
2018-09-02 00:00:00+01:00,37.5207332367729,50.1396626260402
2018-09-03 00:00:00+01:00,38.7943684224651,48.6491756013562
2018-09-04 00:00:00+01:00,37.8164461687349,47.5589163027393
2018-09-05 00:00:00+01:00,33.4887421693933,45.2492678179073
2018-09-06 00:00:00+01:00,32.2018762085817,42.8914335393795
2018-09-07 00:00:00+01:00,31.7223179792461,41.0788736107063
2018-09-08 00:00:00+01:00,30.2338769474264,39.4618924259377
2018-09-09 00:00:00+01:00,28.739963331066,37.9655639092654
2018-09-10 00:00:00+01:00,28.8400939131734,36.7346817628981
2018-09-11 00:00:00+01:00,29.7203728932433,36.1768281353547
2018-09-12 00:00:00+01:00,32.7333358831563,36.5298462311649
2018-09-13 00:00:00+01:00,38.0442316523281,37.3903490214388
2018-09-14 00:00:00+01:00,38.6609536840183,48.8568215162099
2018-09-15 00:00:00+01:00,50.2632395930109,49.4164116843162
2018-09-16 00:00:00+01:00,56.6191523554999,57.204925238937
2018-09-17 00:00:00+01:00,60.5237746063872,55.7956859055725
2018-09-18 00:00:00+01:00,63.0464189617329,49.7219108621787
2018-09-19 00:00:00+01:00,70.3908653697915,47.5820766733765
2018-09-20 00:00:00+01:00,110.559528829744,48.5818145123563
2018-09-21 00:00:00+01:00,123.186069845275,54.7498017466977
2018-09-22 00:00:00+01:00,142.823015403641,150.403187018654
2018-09-23 00:00:00+01:00,170.992596417256,237.969883351198
2018-09-24 00:00:00+01:00,153.295087421823,436.551145805843
2018-09-25 00:00:00+01:00,169.237149651302,514.304887683193
2018-09-26 00:00:00+01:00,184.096480189958,205.016509141329
2018-09-27 00:00:00+01:00,148.917570392906,116.892014565125
2018-09-28 00:00:00+01:00,139.841313935888,270.447918190863
2018-09-29 00:00:00+01:00,127.656431712483,334.413132045817
2018-09-30 00:00:00+01:00,125.579333514958,362.428670443627
2018-10-01 00:00:00+01:00,110.458312307916,368.448454971146
2018-10-02 00:00:00+01:00,88.3689614704577,371.440643434651
2018-10-03 00:00:00+01:00,68.2171538479967,420.871514922242
2018-10-04 00:00:00+01:00,59.7059546711368,574.759931252042
2018-10-05 00:00:00+01:00,76.4026111558622,631.391258267253
2018-10-06 00:00:00+01:00,80.7912741668715,649.279057013436
2018-10-07 00:00:00+01:00,65.0528049842577,749.00573579269
2018-10-08 00:00:00+01:00,66.8453830228667,827.9594411219
2018-10-09 00:00:00+01:00,84.4334897314131,824.511638602249
2018-10-10 00:00:00+01:00,88.5879137729461,776.891786805327
2018-10-11 00:00:00+01:00,80.194023663364,699.535486798033
2018-10-12 00:00:00+01:00,78.3731826606822,614.041221085795
2018-10-13 00:00:00+01:00,89.5338270172831,511.893781423941
2018-10-14 00:00:00+01:00,118.411386120902,477.272123976332
2018-10-15 00:00:00+01:00,118.391435780806,465.220774874695
2018-10-16 00:00:00+01:00,94.5449600166877,447.258380363107
2018-10-17 00:00:00+01:00,84.9958556505813,482.365604140029
2018-10-18 00:00:00+01:00,102.138221317969,483.429690925442
2018-10-19 00:00:00+01:00,105.31665305413,494.766093316767
2018-10-20 00:00:00+01:00,102.239082227316,513.050759026259
2018-10-21 00:00:00+01:00,118.764675790075,595.229818336433
2018-10-22 00:00:00+01:00,117.371986036063,707.054458681497
2018-10-23 00:00:00+01:00,96.6142420534574,835.971465032994
2018-10-24 00:00:00+01:00,79.280728146219,874.853983532727
2018-10-25 00:00:00+01:00,62.9750060782225,877.652421920487
2018-10-26 00:00:00+01:00,49.2852447101892,879.40248524333
2018-10-27 00:00:00+01:00,39.0241770496368,881.197405024528
2018-10-28 00:00:00+01:00,31.7597665878269,871.445657808991
2018-10-29 00:00:00+01:00,27.5735815229643,869.125847100329
2018-10-30 00:00:00+01:00,28.9075785787163,900.566199211
2018-10-31 00:00:00+01:00,36.3190870812151,868.350970503181
2018-11-01 00:00:00+01:00,37.7929603687183,859.66542687307
2018-11-02 00:00:00+01:00,42.6964990911667,859.935466698473
2018-11-03 00:00:00+01:00,43.6433992972165,852.588010001115
2018-11-04 00:00:00+01:00,39.2909001425896,833.567716121393
2018-11-05 00:00:00+01:00,38.355397525689,821.733762327798
2018-11-06 00:00:00+01:00,35.4268720784969,816.39138764613
2018-11-07 00:00:00+01:00,30.2923391687746,804.648844127546
2018-11-08 00:00:00+01:00,26.6459585416076,808.913276606221
2018-11-09 00:00:00+01:00,26.6224273824077,799.233731084277
