,q,s
2018-09-01 00:00:00+01:00,15.1758036819032,0.0
2018-09-02 00:00:00+01:00,14.2886494831883,0.0
2018-09-03 00:00:00+01:00,13.4673847500893,0.0
2018-09-04 00:00:00+01:00,12.7000162435003,0.0
2018-09-05 00:00:00+01:00,12.1294217856151,0.0
2018-09-06 00:00:00+01:00,11.5894584576861,0.0
2018-09-07 00:00:00+01:00,10.924945928323,0.0
2018-09-08 00:00:00+01:00,10.8365839727977,0.0
2018-09-09 00:00:00+01:00,13.270767074471,1.34980233510025
2018-09-10 00:00:00+01:00,15.6723840776416,0.884983766355735
2018-09-11 00:00:00+01:00,16.1968151052906,0.70947131844844
2018-09-12 00:00:00+01:00,15.9690166338882,0.63075566129856
2018-09-13 00:00:00+01:00,15.185233222133,0.582136706864512
2018-09-14 00:00:00+01:00,14.7118431519447,0.717679352177592
2018-09-15 00:00:00+01:00,14.4915812192235,0.726007669966273
2018-09-16 00:00:00+01:00,14.2612205411656,0.726165202484746
2018-09-17 00:00:00+01:00,13.7604451376798,0.808940869053612
2018-09-18 00:00:00+01:00,13.0630469185969,0.77397720962748
2018-09-19 00:00:00+01:00,12.4912297992562,0.446535026371998
2018-09-20 00:00:00+01:00,11.9455636965563,0.312803333070933
2018-09-21 00:00:00+01:00,13.8662250119618,1.55014782115041
2018-09-22 00:00:00+01:00,15.501892004101,1.55389414999009
2018-09-23 00:00:00+01:00,14.6363415511645,1.60564040207724
2018-09-24 00:00:00+01:00,13.8138062895885,1.60564040207724
2018-09-25 00:00:00+01:00,13.0334677773592,1.62703106364455
2018-09-26 00:00:00+01:00,12.4123217754182,1.61231428645458
2018-09-27 00:00:00+01:00,12.0748537964644,2.20409952482391
2018-09-28 00:00:00+01:00,11.6383053259554,2.50045738918759
2018-09-29 00:00:00+01:00,11.0227299999759,2.77751582318197
2018-09-30 00:00:00+01:00,10.5024870460236,2.36940845958392
2018-10-01 00:00:00+01:00,10.1011566392682,3.46138907852557
2018-10-02 00:00:00+01:00,9.65809675018952,3.67522628625564
2018-10-03 00:00:00+01:00,9.30869756397028,3.67596651394155
2018-10-04 00:00:00+01:00,9.21370318915511,8.87115900338357
2018-10-05 00:00:00+01:00,9.14976777140232,7.78642754138097
2018-10-06 00:00:00+01:00,9.05310260286728,7.68876648904379
2018-10-07 00:00:00+01:00,8.93074634227472,9.26485187585427
2018-10-08 00:00:00+01:00,8.83989134056545,8.77877727571993
2018-10-09 00:00:00+01:00,8.7989619708043,7.2395785087008
2018-10-10 00:00:00+01:00,8.90514859117644,4.03127643346752
2018-10-11 00:00:00+01:00,9.00009167798482,2.19586380645459
2018-10-12 00:00:00+01:00,8.83407650085234,1.57289329856211
2018-10-13 00:00:00+01:00,8.76405486994268,1.41107296053558
2018-10-14 00:00:00+01:00,9.59511687270635,0.632010638019178
2018-10-15 00:00:00+01:00,10.176247190283,0.698656086487161
2018-10-16 00:00:00+01:00,9.69611960843715,0.698656086487162
2018-10-17 00:00:00+01:00,9.12770588428026,0.717387730685521
2018-10-18 00:00:00+01:00,10.028480711307,0.733441968157545
